/data/wczhang/regression/box_regression/80_img_test/HB150207CQH02H02_03XX01XX_144349_00001255579.jpg	-0.157143	-0.228571	0.285714	-0.228571	0.285714	-0.042857	0.285714	0.128571	0.285714	0.314286	0.300000	0.457143	-0.142857	0.442857	-0.142857	0.314286	-0.142857	0.128571	-0.157143	-0.042857	-0.014286	-0.228571	0.142857	-0.228571	0.000000	0.314286	0.142857	0.314286	0.435714	-0.158789	-0.214355	0.296484	-0.212402	0.298145	-0.057324	0.299902	0.098926	0.301367	0.255859	0.265527	0.461230	-0.160938	0.460840	-0.160938	0.256152	-0.160059	0.098535	-0.159473	-0.058398	-0.007031	-0.213867	0.144922	-0.212988	-0.006836	0.256152	0.147363	0.256152	0.458496
/data/wczhang/regression/box_regression/80_img_test/HB150207CQH02H02_03XX01XX_144349_00001295573.jpg	-0.151163	-0.174419	0.279070	-0.186047	0.267442	-0.011628	0.267442	0.162791	0.255814	0.337209	0.244186	0.476744	-0.127907	0.465116	-0.151163	0.337209	-0.151163	0.162791	-0.151163	0.000000	-0.011628	-0.174419	0.139535	-0.186047	-0.011628	0.337209	0.116279	0.337209	0.418683	-0.164648	-0.199121	0.284863	-0.194141	0.285059	-0.039258	0.285742	0.116699	0.286230	0.272852	0.249121	0.479004	-0.174512	0.475781	-0.167187	0.270996	-0.166113	0.113672	-0.165527	-0.042969	-0.014844	-0.197559	0.135059	-0.195605	-0.016211	0.271582	0.135156	0.272168	0.450781
/data/wczhang/regression/box_regression/80_img_test/HB150207CQH02H02_03XX01XX_151850_00001983642.jpg	-0.132530	-0.277108	0.337349	-0.265060	0.337349	-0.108434	0.325301	0.048193	0.325301	0.204819	0.301205	0.445783	-0.120482	0.409639	-0.144578	0.192771	-0.144578	0.036145	-0.132530	-0.120482	0.024096	-0.277108	0.180723	-0.265060	0.012048	0.192771	0.168675	0.204819	0.470034	-0.147949	-0.282715	0.336328	-0.276953	0.336523	-0.112109	0.336719	0.052637	0.337012	0.217773	0.275684	0.423438	-0.159473	0.424609	-0.151172	0.218555	-0.150195	0.050977	-0.149023	-0.115625	0.013086	-0.280664	0.174707	-0.279004	0.011230	0.218066	0.173730	0.217969	0.485840
/data/wczhang/regression/box_regression/80_img_test/HB150207CQH02H02_03XX01XX_151850_00002003698.jpg	-0.133333	-0.240000	0.346667	-0.226667	0.333333	-0.066667	0.333333	0.093333	0.320000	0.253333	0.293333	0.440000	-0.146667	0.426667	-0.146667	0.240000	-0.146667	0.080000	-0.133333	-0.080000	0.026667	-0.240000	0.186667	-0.226667	0.013333	0.240000	0.160000	0.253333	0.473521	-0.148242	-0.252246	0.332227	-0.249023	0.332812	-0.086328	0.333594	0.076465	0.334570	0.239941	0.279492	0.460449	-0.151953	0.462500	-0.150098	0.242383	-0.149609	0.077148	-0.148926	-0.087500	0.011523	-0.251172	0.171680	-0.250098	0.010937	0.241406	0.172754	0.240723	0.481738
/data/wczhang/regression/box_regression/80_img_test/HB150208CQH01H01_01XX01XX_080432_00003757684.jpg	-0.173913	-0.231884	0.297101	-0.239130	0.297101	-0.079710	0.304348	0.072464	0.304348	0.231884	0.246377	0.434783	-0.188406	0.420290	-0.152174	0.239130	-0.159420	0.079710	-0.166667	-0.072464	-0.014493	-0.231884	0.137681	-0.239130	0.000000	0.239130	0.152174	0.231884	0.463825	-0.163086	-0.241309	0.277441	-0.239160	0.281152	-0.083301	0.284863	0.072949	0.288379	0.230078	0.217285	0.437988	-0.188477	0.441504	-0.156543	0.236914	-0.158496	0.076855	-0.160742	-0.082324	-0.016016	-0.240430	0.130762	-0.239746	-0.008203	0.234863	0.140234	0.232227	0.442090
/data/wczhang/regression/box_regression/80_img_test/HB150208CQH01H01_01XX01XX_080432_00003777688.jpg	-0.180451	-0.248120	0.323308	-0.240602	0.323308	-0.082707	0.330827	0.082707	0.330827	0.240602	0.248120	0.451128	-0.180451	0.458647	-0.165414	0.248120	-0.172932	0.082707	-0.172932	-0.082707	-0.015038	-0.248120	0.157895	-0.240602	0.000000	0.248120	0.165414	0.240602	0.500057	-0.187109	-0.239160	0.307715	-0.238477	0.311914	-0.080469	0.316602	0.076953	0.320508	0.234570	0.243457	0.444238	-0.200684	0.451758	-0.181836	0.244629	-0.183301	0.083691	-0.185352	-0.077637	-0.022168	-0.238965	0.142969	-0.238672	-0.014453	0.241211	0.153809	0.237695	0.497949
/data/wczhang/regression/box_regression/80_img_test/HB150208CQH01H01_01XX01XX_080432_00003797699.jpg	-0.175325	-0.318182	0.305195	-0.318182	0.311688	-0.155844	0.311688	0.006494	0.318182	0.168831	0.240260	0.370130	-0.201299	0.383117	-0.162338	0.175325	-0.168831	0.012987	-0.168831	-0.155844	-0.012987	-0.318182	0.142857	-0.318182	0.000000	0.175325	0.155844	0.168831	0.480541	-0.174805	-0.328125	0.298828	-0.320801	0.300000	-0.153516	0.301562	0.013770	0.302734	0.181738	0.224219	0.375684	-0.208008	0.376660	-0.176855	0.183008	-0.176074	0.012402	-0.175781	-0.157910	-0.017188	-0.325586	0.141016	-0.323242	-0.017285	0.182910	0.142773	0.182324	0.476172
/data/wczhang/regression/box_regression/80_img_test/HB150208CQH01H01_01XX01XX_080432_00003817712.jpg	-0.121212	-0.287879	0.353535	-0.282828	0.363636	-0.121212	0.373737	0.045455	0.383838	0.207071	0.272727	0.424242	-0.186869	0.414141	-0.106061	0.217172	-0.111111	0.050505	-0.116162	-0.121212	0.035354	-0.287879	0.196970	-0.282828	0.055556	0.212121	0.222222	0.212121	0.482389	-0.107910	-0.283301	0.382520	-0.268652	0.383105	-0.105566	0.383887	0.057422	0.384375	0.221289	0.257324	0.434863	-0.173730	0.433203	-0.114746	0.217187	-0.112402	0.049609	-0.110156	-0.116797	0.054980	-0.278418	0.218848	-0.273535	0.051367	0.218457	0.217969	0.219922	0.494043
/data/wczhang/regression/box_regression/80_img_test/HB150208CQH01H01_01XX01XX_080432_00004347589.jpg	-0.177215	-0.291139	0.329114	-0.278481	0.329114	-0.101266	0.329114	0.075949	0.329114	0.253165	0.329114	0.493671	-0.164557	0.481013	-0.189873	0.240506	-0.189873	0.063291	-0.177215	-0.113924	-0.012658	-0.291139	0.164557	-0.278481	-0.012658	0.240506	0.151899	0.253165	0.512815	-0.180469	-0.291699	0.314941	-0.289160	0.314648	-0.112695	0.314258	0.064844	0.313867	0.241992	0.285840	0.482617	-0.208008	0.483008	-0.183301	0.239063	-0.182129	0.062109	-0.181348	-0.115137	-0.015430	-0.290625	0.149805	-0.290234	-0.016992	0.240332	0.148340	0.241504	0.495801
/data/wczhang/regression/box_regression/80_img_test/HB150208CQH01H01_01XX01XX_080432_00004367573.jpg	-0.200000	-0.330435	0.313043	-0.330435	0.313043	-0.156522	0.313043	0.008696	0.313043	0.182609	0.295652	0.434783	-0.165217	0.426087	-0.200000	0.191304	-0.200000	0.017391	-0.200000	-0.156522	-0.026087	-0.330435	0.139130	-0.330435	-0.026087	0.191304	0.139130	0.182609	0.513080	-0.193457	-0.340039	0.317578	-0.334180	0.316113	-0.162891	0.314648	0.008984	0.313379	0.181348	0.293262	0.409668	-0.188672	0.406543	-0.201758	0.176465	-0.198926	0.003418	-0.196191	-0.168750	-0.023242	-0.337891	0.147656	-0.336328	-0.029883	0.178223	0.141699	0.179688	0.512988
